Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Train/Epoch,Train/Entropy,Train/KL,Train/StopIter,Train/PolicyRatio,Train/PolicyRatio/Min,Train/PolicyRatio/Max,Train/PolicyRatio/Std,Train/LR,Train/GradientStep,Train/PolicyStd,TotalEnvSteps,Loss/Loss_pi,Loss/Loss_pi/Delta,Value/Adv,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Value/reward,Loss/Loss_cost_critic,Loss/Loss_cost_critic/Delta,Value/cost,Time/Total,Time/Rollout,Time/Update,Time/Epoch,Time/FPS,Metrics/LagrangeMultiplier
11.262375831604004,0.47999998927116394,15.199999809265137,0.0,1.4175719022750854,0.1382148712873459,1.0,0.9961877465248108,0.9961877465248108,0.9961877465248108,0.04038809612393379,0.00029940000968053937,nan,0.9986380934715271,20000.0,-0.010961558669805527,-0.010961558669805527,0.01409073919057846,33.05072021484375,33.05072021484375,0.14551416039466858,2.4101364612579346,2.4101364612579346,0.07903966307640076,24.023164749145508,21.814916610717773,2.2077581882476807,24.022838592529297,832.54150390625,0.0
45.5955696105957,8.539999961853027,36.5,1.0,1.4119651317596436,0.1377735733985901,1.0,1.0010507106781006,1.0010507106781006,1.0010507106781006,0.05058727785944939,0.00029880000511184335,nan,0.9930726885795593,40000.0,-0.010271244682371616,0.0006903139874339104,-0.06458739936351776,134.36521911621094,101.31449890136719,5.610138893127441,11.84903335571289,9.438896894454956,0.984235942363739,48.590309143066406,22.310745239257812,2.2320940494537354,24.542957305908203,814.8980102539062,0.0
71.3602294921875,23.139999389648438,41.619998931884766,2.0,1.4059407711029053,0.9536493420600891,1.0,0.9835741519927979,0.9835741519927979,0.9835741519927979,0.24500665068626404,0.0002982000005431473,nan,0.98711758852005,60000.0,-0.010610228404402733,-0.0003389837220311165,-0.1702893227338791,193.6284637451172,59.26324462890625,16.855052947998047,15.380575180053711,3.5315418243408203,5.763488292694092,74.12960052490234,23.023380279541016,2.4956562519073486,25.519174575805664,783.7246704101562,0.0
104.76045227050781,31.959999084472656,58.599998474121094,3.0,1.4035547971725464,0.4008038640022278,1.0,0.9908415079116821,0.9908415079116821,0.9908415079116821,0.11980146169662476,0.0002975999959744513,nan,0.9847938418388367,80000.0,-0.01576961949467659,-0.005159391090273857,-0.16486330330371857,255.18310546875,61.55464172363281,22.52383041381836,27.50589370727539,12.12531852722168,10.674491882324219,99.3410873413086,23.022472381591797,2.1587319374084473,25.181320190429688,794.2398681640625,0.0
297.6430358886719,98.72000122070312,152.16000366210938,4.0,1.4010310173034668,0.07927998900413513,1.0,1.000784158706665,1.000784158706665,1.000784158706665,0.025870710611343384,0.0002969999914057553,nan,0.9823470711708069,100000.0,-0.0034245431888848543,0.012345076305791736,-0.11124180257320404,511.310546875,256.12744140625,30.636024475097656,36.733734130859375,9.227840423583984,14.042489051818848,124.41472625732422,22.76352882385254,2.2825284004211426,25.046171188354492,798.5255126953125,0.01206785999238491
365.6457824707031,124.5,161.1199951171875,5.0,1.3967540264129639,0.007515663746744394,12.0,0.9988502860069275,0.9988502860069275,0.9988502860069275,0.015157133340835571,0.00029639998683705926,nan,0.9782114624977112,120000.0,-0.0020148660987615585,0.0014096770901232958,0.01537272334098816,178.7516326904297,-332.5589141845703,37.68454360961914,16.704465866088867,-20.029268264770508,21.135814666748047,181.08035278320312,25.75809097290039,30.872474670410156,56.63067626953125,353.16552734375,0.03283332660794258
331.1962585449219,118.69999694824219,139.75999450683594,6.0,1.396336555480957,0.0065819378942251205,18.0,0.9984500408172607,0.9984500408172607,0.9984500408172607,0.014357462525367737,0.0002958000113721937,nan,0.9778154492378235,140000.0,-0.0009771917248144746,0.001037674373947084,-0.035986535251140594,81.30519104003906,-97.44644165039062,63.50909423828125,13.223376274108887,-3.4810895919799805,28.551462173461914,266.251953125,28.47968292236328,56.66864776611328,85.14847564697266,234.88385009765625,0.057942818850278854
324.379638671875,112.66000366210938,134.72000122070312,7.0,1.3921382427215576,0.0024865237064659595,40.0,0.999884843826294,0.999884843826294,0.999884843826294,0.009010190144181252,0.00029520000680349767,nan,0.9737440943717957,160000.0,-0.00039452503551729023,0.0005826666892971843,0.09971999377012253,55.45319366455078,-25.85199737548828,83.29708862304688,9.699080467224121,-3.5242958068847656,33.39784240722656,428.5623474121094,32.308719635009766,129.9727783203125,162.2816162109375,123.2425537109375,0.08571591973304749
314.2746276855469,107.18000030517578,126.91999816894531,8.0,1.389081358909607,0.0018406894523650408,40.0,0.9998743534088135,0.9998743534088135,0.9998743534088135,0.007501133251935244,0.00029460000223480165,nan,0.9707843065261841,180000.0,-0.00020818162010982633,0.0001863434154074639,0.07048005610704422,59.153472900390625,3.7002792358398438,100.1292953491211,8.663372993469238,-1.0357074737548828,38.00773239135742,593.7880249023438,32.77166748046875,132.4175262451172,165.1893310546875,121.07320404052734,0.11524132639169693
268.24591064453125,92.5199966430664,111.77999877929688,9.0,1.3878059387207031,0.0015813310164958239,40.0,0.9995464086532593,0.9995464086532593,0.9995464086532593,0.007199638057500124,0.00029399999766610563,nan,0.9695896506309509,200000.0,-0.0005119065754115582,-0.0003037249553017318,0.06123904511332512,84.71422576904297,25.560752868652344,114.14642333984375,9.557951927185059,0.8945789337158203,41.425819396972656,757.2030639648438,33.200931549072266,130.14285278320312,163.3439178466797,122.44105529785156,0.1456497758626938
