Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Train/Epoch,Train/Entropy,Train/KL,Train/StopIter,Train/PolicyRatio,Train/PolicyRatio/Min,Train/PolicyRatio/Max,Train/PolicyRatio/Std,Train/LR,Train/PolicyStd,TotalEnvSteps,Loss/Loss_pi,Loss/Loss_pi/Delta,Value/Adv,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Value/reward,Loss/Loss_cost_critic,Loss/Loss_cost_critic/Delta,Value/cost,Time/Total,Time/Rollout,Time/Update,Time/Epoch,Time/FPS,Misc/Alpha,Misc/FinalStepNorm,Misc/gradient_norm,Misc/xHx,Misc/H_inv_g,Misc/AcceptanceStep,Metrics/LagrangeMultiplier,Metrics/LagrangeMultiplier/Min,Metrics/LagrangeMultiplier/Max,Metrics/LagrangeMultiplier/Std
-0.1470714509487152,77.6500015258789,1000.0,0.0,1.4192900657653809,0.00036921576247550547,10.0,1.0001115798950195,1.0001115798950195,1.0001115798950195,7.889889820944518e-05,0.0,1.0003606081008911,20000.0,-0.014401101507246494,-0.014401101507246494,6.675719976811934e-10,0.006244644057005644,0.006244644057005644,0.021773381158709526,3.6690056324005127,3.6690056324005127,-0.13317905366420746,99.57392883300781,90.40328979492188,9.170208930969238,99.57354736328125,200.85658264160156,0.950171947479248,0.26869872212409973,0.09666653722524643,0.02215263620018959,0.2827896475791931,1.0,0.03599999472498894,0.03599999472498894,0.03599999472498894,0.0
0.2593076825141907,111.6500015258789,1000.0,1.0,1.414663314819336,0.0004217407258693129,10.0,0.9998971819877625,0.9998971819877625,0.9998971819877625,7.26892685634084e-05,0.0,0.9958364963531494,40000.0,-0.011420988477766514,0.0029801130294799805,8.821487429422348e-10,0.004969120491296053,-0.001275523565709591,0.015832586213946342,3.478996515274048,-0.19000911712646484,1.1758875846862793,192.25836181640625,83.77246856689453,8.883474349975586,92.65599060058594,215.8522186279297,1.2090469598770142,0.2508566975593567,0.09168955683708191,0.01368180476129055,0.20748299360275269,1.0,0.07043465971946716,0.07043465971946716,0.07043465971946716,0.0
0.7926739454269409,118.5,1000.0,2.0,1.409650444984436,0.0004229226033203304,10.0,0.9993231296539307,0.9993231296539307,0.9993231296539307,0.0004786195931956172,0.0,0.9908266663551331,60000.0,-0.015606534667313099,-0.004185546189546585,-4.3630601354038845e-09,0.005896111950278282,0.0009269914589822292,0.06828509271144867,3.647012710571289,0.1680161952972412,2.4807000160217285,284.03021240234375,82.96983337402344,8.777168273925781,91.74705505371094,217.99066162109375,0.9082887768745422,0.2370503842830658,0.11830317229032516,0.02424275316298008,0.26098570227622986,1.0,0.10515932738780975,0.10515932738780975,0.10515932738780975,0.0
1.8884812593460083,101.9000015258789,1000.0,3.0,1.4009603261947632,0.00039706670213490725,10.0,1.0013017654418945,1.0013017654418945,1.0013017654418945,0.000920543388929218,0.0,0.9822275042533875,80000.0,-0.010823006741702557,0.004783527925610542,2.4414061883248905e-08,0.009095480665564537,0.003199368715286255,0.08273425698280334,2.778536796569824,-0.8684759140014648,5.847365856170654,375.0987243652344,82.3338623046875,8.710368156433105,91.0442886352539,219.67333984375,1.269872784614563,0.2614874541759491,0.07871285080909729,0.012402499094605446,0.20591624081134796,1.0,0.1399093121290207,0.1399093121290207,0.1399093121290207,0.0
3.2945058345794678,83.54000091552734,1000.0,4.0,1.3997362852096558,0.00040646104025654495,10.0,0.9983498454093933,0.9983498454093933,0.9983498454093933,0.001166877686046064,0.0,0.981072723865509,100000.0,-0.012537417002022266,-0.0017144102603197098,-1.1682510514532396e-09,0.00901141855865717,-8.40621069073677e-05,0.14405100047588348,2.5150842666625977,-0.26345252990722656,5.248435974121094,467.0599060058594,82.9818344116211,8.95458984375,91.93647003173828,217.5415496826172,1.1265709400177002,0.2622853219509125,0.08791470527648926,0.015758419409394264,0.2328174114227295,1.0,0.174088716506958,0.174088716506958,0.174088716506958,0.0
5.256025314331055,59.18000030517578,1000.0,5.0,1.3921512365341187,0.0003879041178151965,10.0,0.9984617829322815,0.9984617829322815,0.9984617829322815,0.001087669632397592,0.0,0.9737775325775146,120000.0,-0.010917619802057743,0.0016197971999645233,3.910064716450279e-09,0.014387782663106918,0.005376364104449749,0.23777182400226593,1.777418851852417,-0.7376654148101807,4.404165744781494,559.3235473632812,83.23355102539062,9.005086898803711,92.23868560791016,216.8287811279297,1.247996211051941,0.26272067427635193,0.08056626468896866,0.012841125950217247,0.21051399409770966,1.0,0.20659658312797546,0.20659658312797546,0.20659658312797546,0.0
6.8428120613098145,56.5,1000.0,6.0,1.3739975690841675,0.00040749000618234277,10.0,1.0000925064086914,1.0000925064086914,1.0000925064086914,6.53557654004544e-05,0.0,0.9568988680839539,140000.0,-0.012903227470815182,-0.0019856076687574387,1.4114379887075756e-08,0.014850057661533356,0.0004622749984264374,0.3583572208881378,1.8127861022949219,0.03536725044250488,4.58417272567749,649.9786376953125,81.9881362915039,8.642035484313965,90.63024139404297,220.67697143554688,1.043761134147644,0.2511114180088043,0.10929392278194427,0.01835809275507927,0.24058324098587036,1.0,0.2377203106880188,0.2377203106880188,0.2377203106880188,0.0
7.6988844871521,61.220001220703125,1000.0,7.0,1.3590469360351562,0.0003794517833739519,10.0,1.0007883310317993,1.0007883310317993,1.0007883310317993,0.0005574623355641961,0.0,0.9431273341178894,160000.0,-0.013274471275508404,-0.00037124380469322205,4.901885830577157e-08,0.014511438086628914,-0.00033861957490444183,0.39239317178726196,1.8222365379333496,0.009450435638427734,4.732016563415527,739.351806640625,80.52971649169922,8.819219589233398,89.34898376464844,223.84140014648438,1.0417386293411255,0.26508069038391113,0.11733922362327576,0.01842944324016571,0.254459947347641,1.0,0.26811420917510986,0.26811420917510986,0.26811420917510986,0.0
9.336162567138672,56.47999954223633,1000.0,8.0,1.3536328077316284,0.00038523104740306735,10.0,0.9995391964912415,0.9995391964912415,0.9995391964912415,0.0003258513461332768,0.0,0.9380629658699036,180000.0,-0.011478453874588013,0.001796017400920391,1.0776520120714395e-08,0.019365480169653893,0.004854042083024979,0.555748462677002,1.266544222831726,-0.5556923151016235,5.188944339752197,828.6845703125,80.67326354980469,8.634037017822266,89.3073501586914,223.9457550048828,1.2209855318069458,0.2697750926017761,0.09465675055980682,0.013415553607046604,0.22094863653182983,1.0,0.2976635694503784,0.2976635694503784,0.2976635694503784,0.0
11.405033111572266,48.560001373291016,1000.0,9.0,1.339760422706604,0.0003949702950194478,10.0,0.9993343353271484,0.9993343353271484,0.9993343353271484,0.0004707241023425013,0.0,0.9254648089408875,200000.0,-0.01136179268360138,0.0001166611909866333,-5.626678500902926e-08,0.017484458163380623,-0.0018810220062732697,0.7372137308120728,1.3976880311965942,0.13114380836486816,5.450503826141357,918.0574340820312,80.49370574951172,8.849936485290527,89.34370422363281,223.85462951660156,1.1597212553024292,0.2545219957828522,0.12199846655130386,0.014870394952595234,0.21946820616722107,1.0,0.3260073661804199,0.3260073661804199,0.3260073661804199,0.0
