Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Train/Epoch,Train/Entropy,Train/KL,Train/StopIter,Train/PolicyRatio,Train/PolicyRatio/Min,Train/PolicyRatio/Max,Train/PolicyRatio/Std,Train/LR,Train/PolicyStd,TotalEnvSteps,Loss/Loss_pi,Loss/Loss_pi/Delta,Value/Adv,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Value/reward,Loss/Loss_cost_critic,Loss/Loss_cost_critic/Delta,Value/cost,Time/Total,Time/Rollout,Time/Update,Time/Epoch,Time/FPS,Metrics/LagrangeMultiplier,Metrics/LagrangeMultiplier/Min,Metrics/LagrangeMultiplier/Max,Metrics/LagrangeMultiplier/Std
-0.1470714509487152,77.6500015258789,1000.0,0.0,1.4115201234817505,0.014991454780101776,40.0,0.9989852905273438,0.9989852905273438,0.9989852905273438,0.018979907035827637,0.00029940000968053937,0.9926123023033142,20000.0,-0.015861351042985916,-0.015861351042985916,0.2004450261592865,0.0049089351668953896,0.0049089351668953896,0.021773381158709526,2.2474279403686523,2.2474279403686523,-0.13317905366420746,169.5540008544922,90.17063903808594,79.38284301757812,169.55364990234375,117.95677185058594,0.03599999472498894,0.03599999472498894,0.03599999472498894,0.0
0.11543059349060059,89.5250015258789,1000.0,1.0,1.3945064544677734,0.019878031685948372,40.0,0.9992676377296448,0.9992676377296448,0.9992676377296448,0.019925689324736595,0.00029880000511184335,0.9758777618408203,40000.0,-0.01767614670097828,-0.001814795657992363,0.04030771553516388,0.004244835581630468,-0.0006640995852649212,0.01791711151599884,1.292496681213379,-0.9549312591552734,0.5712212324142456,337.462158203125,90.88536071777344,76.98973083496094,167.875244140625,119.13609313964844,0.07100561261177063,0.07100561261177063,0.07100561261177063,0.0
0.7555187940597534,100.80000305175781,1000.0,2.0,1.3890818357467651,0.023442136123776436,40.0,0.9996259212493896,0.9996259212493896,0.9996259212493896,0.021660204976797104,0.0002982000005431473,0.9706089496612549,60000.0,-0.021529559046030045,-0.0038534123450517654,-0.01560388132929802,0.0075129675678908825,0.003268131986260414,0.03210527449846268,1.671238660812378,0.378741979598999,2.0647435188293457,503.2243347167969,90.25213623046875,75.4738540649414,165.72613525390625,120.6810302734375,0.10606631636619568,0.10606631636619568,0.10606631636619568,0.0
1.735474705696106,107.16000366210938,1000.0,3.0,1.3657783269882202,0.023163270205259323,20.0,1.0011682510375977,1.0011682510375977,1.0011682510375977,0.02097436785697937,0.0002975999959744513,0.9482421875,80000.0,-0.019006703048944473,0.0025228559970855713,-0.14515729248523712,0.00958818569779396,0.002075218129903078,0.07805591076612473,2.537459373474121,0.8662207126617432,4.251789569854736,631.904296875,90.3504409790039,38.292205810546875,128.6427764892578,155.46929931640625,0.14125508069992065,0.14125508069992065,0.14125508069992065,0.0
3.395289897918701,115.81999969482422,1000.0,4.0,1.3328360319137573,0.020828092470765114,24.0,1.0014729499816895,1.0014729499816895,1.0014729499816895,0.02049761824309826,0.0002969999914057553,0.9175515174865723,100000.0,-0.02450360357761383,-0.005496900528669357,0.013936255127191544,0.011842813342809677,0.0022546276450157166,0.1629890650510788,2.4811694622039795,-0.0562899112701416,5.064695835113525,768.155029296875,89.64891052246094,46.57242202758789,136.22146606445312,146.8197479248047,0.17659714818000793,0.17659714818000793,0.17659714818000793,0.0
3.5257675647735596,100.95999908447266,1000.0,5.0,1.314873456954956,0.02052653767168522,28.0,1.000603437423706,1.000603437423706,1.000603437423706,0.020754186436533928,0.00029639998683705926,0.9012909531593323,120000.0,-0.025808140635490417,-0.001304537057876587,-0.22312287986278534,0.007370364386588335,-0.004472448956221342,0.13352736830711365,1.6567237377166748,-0.8244457244873047,4.437926769256592,911.9635620117188,90.30751037597656,53.4686164855957,143.7762451171875,139.10504150390625,0.21189764142036438,0.21189764142036438,0.21189764142036438,0.0
4.396981239318848,97.0199966430664,1000.0,6.0,1.291212797164917,0.020386580377817154,18.0,0.9998854398727417,0.9998854398727417,0.9998854398727417,0.019914725795388222,0.0002958000113721937,0.8802273869514465,140000.0,-0.028078479692339897,-0.0022703390568494797,-0.18336449563503265,0.013109917752444744,0.005739553365856409,0.29110345244407654,2.691840171813965,1.03511643409729,6.205113887786865,1036.724365234375,89.88453674316406,34.84600067138672,124.73066711425781,160.3455047607422,0.2470783293247223,0.2470783293247223,0.2470783293247223,0.0
5.692239284515381,92.0,1000.0,7.0,1.2741446495056152,0.020517202094197273,22.0,0.9987757802009583,0.9987757802009583,0.9987757802009583,0.02049551159143448,0.00029520000680349767,0.8652632236480713,160000.0,-0.02987319976091385,-0.0017947200685739517,0.15706339478492737,0.01711389236152172,0.004003974609076977,0.3408099412918091,2.3716795444488525,-0.3201606273651123,6.0486273765563965,1169.1728515625,90.4186019897461,42.00031280517578,132.41905212402344,151.03567504882812,0.2820354402065277,0.2820354402065277,0.2820354402065277,0.0
6.599040985107422,78.81999969482422,1000.0,8.0,1.2561428546905518,0.021256664767861366,16.0,0.9994043707847595,0.9994043707847595,0.9994043707847595,0.020864060148596764,0.00029460000223480165,0.8498228192329407,180000.0,-0.026004264131188393,0.0038689356297254562,0.2779809534549713,0.015588348731398582,-0.0015255436301231384,0.43757015466690063,2.1573007106781006,-0.21437883377075195,7.070603847503662,1289.8056640625,89.74398040771484,30.85777473449707,120.60191345214844,165.8348846435547,0.3163718581199646,0.3163718581199646,0.3163718581199646,0.0
7.454897403717041,90.23999786376953,1000.0,9.0,1.237599492073059,0.021469535306096077,16.0,1.0029022693634033,1.0029022693634033,1.0029022693634033,0.020443251356482506,0.00029399999766610563,0.8341803550720215,200000.0,-0.03019113466143608,-0.004186870530247688,-0.0383819043636322,0.020318638533353806,0.004730289801955223,0.47788432240486145,3.2233691215515137,1.066068410873413,6.9562201499938965,1410.5648193359375,89.49369049072266,31.235597610473633,120.72947692871094,165.65963745117188,0.35062873363494873,0.35062873363494873,0.35062873363494873,0.0
8.670987129211426,77.22000122070312,1000.0,10.0,1.2179439067840576,0.02189975045621395,15.0,1.0011589527130127,1.0011589527130127,1.0011589527130127,0.0209855604916811,0.0002933999930974096,0.8180063962936401,220000.0,-0.028687868267297745,0.0015032663941383362,0.018530741333961487,0.02041223645210266,9.359791874885559e-05,0.6124279499053955,2.100752353668213,-1.1226167678833008,6.877490520477295,1528.7744140625,89.12055969238281,29.057876586914062,118.17858123779297,169.2354278564453,0.38436251878738403,0.38436251878738403,0.38436251878738403,0.0
9.547345161437988,62.900001525878906,1000.0,11.0,1.1983168125152588,0.020416218787431717,16.0,0.9978505373001099,0.9978505373001099,0.9978505373001099,0.020733552053570747,0.0002927999885287136,0.8021115660667419,240000.0,-0.027048565447330475,0.00163930281996727,-0.1524375081062317,0.023531589657068253,0.0031193532049655914,0.6781152486801147,1.6275243759155273,-0.47322797775268555,7.170623302459717,1649.14599609375,90.031005859375,30.312841415405273,120.34398651123047,166.19029235839844,0.417033851146698,0.417033851146698,0.417033851146698,0.0
10.213265419006348,64.62000274658203,1000.0,12.0,1.1877906322479248,0.020392179489135742,14.0,0.9996102452278137,0.9996102452278137,0.9996102452278137,0.020773546770215034,0.000292200013063848,0.7937577962875366,260000.0,-0.02782997488975525,-0.0007814094424247742,0.12686112523078918,0.021831097081303596,-0.001700492575764656,0.7063610553741455,2.187237501144409,0.5597131252288818,6.159731388092041,1765.5015869140625,89.70982360839844,26.617008209228516,116.32695770263672,171.92919921875,0.4489024877548218,0.4489024877548218,0.4489024877548218,0.0
10.291163444519043,51.34000015258789,1000.0,13.0,1.1725170612335205,0.022126397117972374,12.0,1.0001966953277588,1.0001966953277588,1.0001966953277588,0.02104458585381508,0.000291600008495152,0.7816888689994812,280000.0,-0.025856629014015198,0.0019733458757400513,-0.0769621878862381,0.018495796248316765,-0.0033353008329868317,0.7754376530647278,2.0666005611419678,-0.1206369400024414,6.413906574249268,1878.2080078125,89.9753646850586,22.70261573791504,112.67810821533203,177.4967803955078,0.4793946146965027,0.4793946146965027,0.4793946146965027,0.0
9.89737319946289,52.70000076293945,1000.0,14.0,1.1612372398376465,0.020613079890608788,13.0,0.9976685643196106,0.9976685643196106,0.9976685643196106,0.021287992596626282,0.000291000003926456,0.7730425596237183,300000.0,-0.027427852153778076,-0.0015712231397628784,-0.04823698103427887,0.021606190130114555,0.0031103938817977905,0.8241366147994995,1.9137687683105469,-0.1528317928314209,6.0292582511901855,1993.68212890625,90.82330322265625,24.62326431274414,115.44671630859375,173.2401123046875,0.5087769627571106,0.5087769627571106,0.5087769627571106,0.0
9.856273651123047,65.68000030517578,1000.0,15.0,1.1573182344436646,0.020497241988778114,12.0,1.0002328157424927,1.0002328157424927,1.0002328157424927,0.021480409428477287,0.00029039999935775995,0.7700517773628235,320000.0,-0.028989823535084724,-0.0015619713813066483,0.005887862294912338,0.02057819813489914,-0.001027991995215416,0.8306606411933899,2.294238567352295,0.38046979904174805,6.608757972717285,2106.880615234375,90.20677185058594,22.962188720703125,113.16909790039062,176.72671508789062,0.5379036068916321,0.5379036068916321,0.5379036068916321,0.0
9.848442077636719,62.7400016784668,1000.0,16.0,1.1477693319320679,0.020409604534506798,12.0,1.0014350414276123,1.0014350414276123,1.0014350414276123,0.021156426519155502,0.00028979999478906393,0.7627777457237244,340000.0,-0.027125757187604904,0.0018640663474798203,-0.0399135947227478,0.021508460864424706,0.0009302627295255661,0.8871860504150391,2.01385760307312,-0.2803809642791748,6.908029556274414,2219.369873046875,89.29476928710938,23.167787551879883,112.46269226074219,177.83676147460938,0.5666733384132385,0.5666733384132385,0.5666733384132385,0.0
10.686444282531738,66.27999877929688,1000.0,17.0,1.1309417486190796,0.020412512123584747,10.0,1.0002630949020386,1.0002630949020386,1.0002630949020386,0.020482104271650314,0.0002891999902203679,0.7500563263893127,360000.0,-0.027484042569994926,-0.0003582853823900223,-0.18567749857902527,0.025166364386677742,0.0036579035222530365,0.9993102550506592,2.1217525005340576,0.1078948974609375,6.670823574066162,2328.588623046875,90.02217102050781,19.169025421142578,109.19132232666016,183.1647491455078,0.595330536365509,0.595330536365509,0.595330536365509,0.0
12.154793739318848,64.87999725341797,1000.0,18.0,1.118023157119751,0.021015360951423645,10.0,0.9997428059577942,0.9997428059577942,0.9997428059577942,0.021410340443253517,0.0002885999856516719,0.7404544949531555,380000.0,-0.03157619759440422,-0.004092155024409294,-0.08737286180257797,0.024660257622599602,-0.0005061067640781403,1.0532984733581543,3.2652060985565186,1.143453598022461,6.296750545501709,2436.209716796875,89.08821868896484,18.506555557250977,107.59491729736328,185.8824005126953,0.6238327622413635,0.6238327622413635,0.6238327622413635,0.0
12.0164213180542,72.18000030517578,1000.0,19.0,1.1086972951889038,0.020342493429780006,11.0,0.9987650513648987,0.9987650513648987,0.9987650513648987,0.01975967548787594,0.0002880000101868063,0.7337417602539062,400000.0,-0.027740417048335075,0.003835780546069145,-0.01697152480483055,0.02429349161684513,-0.0003667660057544708,1.1023502349853516,2.242401361465454,-1.0228047370910645,7.671310901641846,2546.63232421875,89.77643585205078,20.61949920654297,110.39607238769531,181.16587829589844,0.6525821089744568,0.6525821089744568,0.6525821089744568,0.0
12.767629623413086,70.62000274658203,1000.0,20.0,1.099056363105774,0.021390138193964958,10.0,1.0017821788787842,1.0017821788787842,1.0017821788787842,0.02142876759171486,0.0002874000056181103,0.7268533110618591,420000.0,-0.0304144024848938,-0.0026739854365587234,-0.13472166657447815,0.026044389232993126,0.001750897616147995,1.2067173719406128,2.09861421585083,-0.14378714561462402,7.274209976196289,2656.26953125,90.54993438720703,19.06047821044922,109.61052703857422,182.4642333984375,0.6814839243888855,0.6814839243888855,0.6814839243888855,0.0
12.844242095947266,58.84000015258789,1000.0,21.0,1.0876439809799194,0.020174438133835793,12.0,1.0004463195800781,1.0004463195800781,1.0004463195800781,0.020536553114652634,0.0002868000010494143,0.7185208797454834,440000.0,-0.030393758788704872,2.0643696188926697e-05,0.016444198787212372,0.023588985204696655,-0.0024554040282964706,1.1567307710647583,1.9724225997924805,-0.1261916160583496,6.854384422302246,2769.92724609375,90.06166076660156,23.571029663085938,113.63282775878906,176.0054931640625,0.7099143266677856,0.7099143266677856,0.7099143266677856,0.0
13.925633430480957,59.13999938964844,1000.0,22.0,1.0789765119552612,0.02116498351097107,11.0,1.0003513097763062,1.0003513097763062,1.0003513097763062,0.0211486853659153,0.00028619999648071826,0.7123618125915527,460000.0,-0.027173545211553574,0.0032202135771512985,-0.19600264728069305,0.025114834308624268,0.0015258491039276123,1.289884328842163,1.9492896795272827,-0.023132920265197754,7.448299407958984,2881.40087890625,90.1629638671875,21.28316307067871,111.44628143310547,179.45867919921875,0.7379550933837891,0.7379550933837891,0.7379550933837891,0.0
13.08778190612793,54.900001525878906,1000.0,23.0,1.0672284364700317,0.021762631833553314,10.0,1.002244472503662,1.002244472503662,1.002244472503662,0.021886678412556648,0.00028559999191202223,0.7040561437606812,480000.0,-0.028274530544877052,-0.0011009853333234787,-0.06322118639945984,0.02336985245347023,-0.0017449818551540375,1.2321985960006714,1.769634485244751,-0.17965519428253174,6.779581069946289,2991.359619140625,90.994873046875,18.937904357910156,109.9329605102539,181.92906188964844,0.7654191255569458,0.7654191255569458,0.7654191255569458,0.0
12.260998725891113,62.560001373291016,1000.0,24.0,1.0543038845062256,0.021500030532479286,8.0,1.0031460523605347,1.0031460523605347,1.0031460523605347,0.02108168601989746,0.0002849999873433262,0.6949707269668579,500000.0,-0.02434234693646431,0.003932183608412743,-0.25421908497810364,0.022748680785298347,-0.0006211716681718826,1.1947073936462402,3.1263911724090576,1.3567566871643066,6.673686504364014,3096.552734375,89.5830307006836,15.582987785339355,105.16617584228516,190.17523193359375,0.7928184270858765,0.7928184270858765,0.7928184270858765,0.0
12.54279899597168,56.619998931884766,1000.0,25.0,1.0504610538482666,0.020054083317518234,11.0,1.0010905265808105,1.0010905265808105,1.0010905265808105,0.02070804126560688,0.00028440001187846065,0.692282497882843,520000.0,-0.023541133850812912,0.0008012130856513977,0.003863997757434845,0.0227165836840868,-3.209710121154785e-05,1.2481786012649536,1.625714659690857,-1.5006765127182007,6.49245548248291,3208.488037109375,90.61647033691406,21.293455123901367,111.9100570678711,178.7149658203125,0.8198326230049133,0.8198326230049133,0.8198326230049133,0.0
13.188362121582031,55.060001373291016,1000.0,26.0,1.044457197189331,0.02142486162483692,7.0,0.999387264251709,0.999387264251709,0.999387264251709,0.02040797658264637,0.0002838000073097646,0.6881744265556335,540000.0,-0.02089209482073784,0.0026490390300750732,-0.13562458753585815,0.02474595233798027,0.0020293686538934708,1.3389675617218018,2.4221646785736084,0.7964500188827515,6.797868728637695,3312.385986328125,90.05635070800781,13.816173553466797,103.8726577758789,192.54347229003906,0.8464215397834778,0.8464215397834778,0.8464215397834778,0.0
14.661090850830078,46.29999923706055,1000.0,27.0,1.0397273302078247,0.021248288452625275,11.0,1.000930666923523,1.000930666923523,1.000930666923523,0.021488534286618233,0.0002832000027410686,0.6848047971725464,560000.0,-0.02816806547343731,-0.0072759706526994705,0.027711857110261917,0.02500208467245102,0.0002561323344707489,1.3812147378921509,1.738683819770813,-0.6834808588027954,7.420076370239258,3423.13671875,89.95811462402344,20.767902374267578,110.72615051269531,180.6258087158203,0.8720949292182922,0.8720949292182922,0.8720949292182922,0.0
15.536355018615723,44.7400016784668,1000.0,28.0,1.0334229469299316,0.023160574957728386,11.0,0.9980207681655884,0.9980207681655884,0.9980207681655884,0.021725451573729515,0.0002825999981723726,0.6803988814353943,580000.0,-0.02731391414999962,0.0008541513234376907,0.12807941436767578,0.026849953457713127,0.0018478687852621078,1.4399595260620117,1.497456431388855,-0.241227388381958,6.813813209533691,3534.476318359375,90.17442321777344,21.13925552368164,111.31380462646484,179.6722412109375,0.8968496322631836,0.8968496322631836,0.8968496322631836,0.0
14.936318397521973,39.279998779296875,1000.0,29.0,1.0327032804489136,0.022615913301706314,8.0,0.9986754655838013,0.9986754655838013,0.9986754655838013,0.02047867514193058,0.00028199999360367656,0.6799057126045227,600000.0,-0.019444866105914116,0.007869048044085503,0.25152185559272766,0.02617914043366909,-0.0006708130240440369,1.3256943225860596,1.7887591123580933,0.2913026809692383,6.482117652893066,3639.601318359375,90.12740325927734,14.971318244934082,105.0988540649414,190.2970428466797,0.9204147458076477,0.9204147458076477,0.9204147458076477,0.0
