Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Train/Epoch,Train/Entropy,Train/KL,Train/StopIter,Train/PolicyRatio,Train/PolicyRatio/Min,Train/PolicyRatio/Max,Train/PolicyRatio/Std,Train/LR,Train/GradientStep,Train/PolicyStd,TotalEnvSteps,Loss/Loss_pi,Loss/Loss_pi/Delta,Value/Adv,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Value/reward,Loss/Loss_cost_critic,Loss/Loss_cost_critic/Delta,Value/cost,Time/Total,Time/Rollout,Time/Update,Time/Epoch,Time/FPS,Misc/Alpha,Misc/FinalStepNorm,Misc/gradient_norm,Misc/xHx,Misc/H_inv_g,Misc/AcceptanceStep,Metrics/LagrangeMultiplier,Metrics/LagrangeMultiplier/Min,Metrics/LagrangeMultiplier/Max,Metrics/LagrangeMultiplier/Std
-0.12207142263650894,76.55000305175781,1000.0,0.0,1.4217000007629395,0.0003705364069901407,10.0,1.0005989074707031,0.9997329711914062,0.9997329711914062,0.0011420509545132518,0.0,nan,1.0027751922607422,20000.0,-0.013898197561502457,-0.013898197561502457,-4.6566128730773926e-09,0.01089667808264494,0.01089667808264494,0.0062260557897388935,4.832211017608643,4.832211017608643,0.006812424398958683,79.81948852539062,47.07075500488281,32.748321533203125,79.81912231445312,250.5665740966797,0.9374299645423889,0.25619667768478394,0.10664933919906616,0.02275894582271576,0.2732968330383301,1.0,0.03599999472498894,0.03599999472498894,0.03599999472498894,0.0
0.6354373693466187,76.94999694824219,1000.0,1.0,1.413327693939209,0.0004689675406552851,10.0,1.0004944801330566,0.9988470077514648,0.9988470077514648,0.002047804417088628,0.0,nan,0.9944672584533691,40000.0,-0.014160603284835815,-0.00026240572333335876,-7.450580596923828e-09,0.006358729675412178,-0.004537948407232761,0.023955155164003372,2.385206699371338,-2.4470043182373047,1.077835202217102,161.556884765625,42.66571044921875,38.96575164794922,81.63152313232422,245.00341796875,0.9487721920013428,0.21770033240318298,0.13544489443302155,0.022218048572540283,0.22945481538772583,1.0,0.07100678235292435,0.07100678235292435,0.07100678235292435,0.0
1.2271156311035156,78.66666412353516,1000.0,2.0,1.4039911031723022,0.00039289885899052024,10.0,1.0013381242752075,1.0007553100585938,1.0007553100585938,0.0011853378964588046,0.0,nan,0.9853007197380066,60000.0,-0.011627865023911,0.002532738260924816,8.847564458847046e-09,0.00693541718646884,0.0005766875110566616,0.06303740292787552,2.476628065109253,0.09142136573791504,2.5677332878112793,273.33856201171875,59.19976043701172,52.405120849609375,111.60494995117188,179.20355224609375,1.2068283557891846,0.26567748188972473,0.07650266587734222,0.013732152990996838,0.22014518082141876,1.0,0.10605104267597198,0.10605104267597198,0.10605104267597198,0.0
2.25968861579895,84.0250015258789,1000.0,3.0,1.3960891962051392,0.00041402984061278403,10.0,1.000488519668579,0.9995653033256531,0.9995653033256531,0.0011823909590020776,0.0,nan,0.9777624011039734,80000.0,-0.01301324088126421,-0.0013853758573532104,3.632158041000366e-08,0.01145140640437603,0.00451598921790719,0.13799135386943817,2.987679958343506,0.5110518932342529,3.5425922870635986,397.4486999511719,70.55488586425781,53.264896392822266,123.81983947753906,161.52500915527344,1.0591988563537598,0.24982550740242004,0.09889305382966995,0.017826858907938004,0.23586276173591614,1.0,0.141205295920372,0.141205295920372,0.141205295920372,0.0
3.2346038818359375,88.05000305175781,1000.0,4.0,1.3897857666015625,0.00038211559876799583,10.0,0.999977171421051,0.9991809725761414,0.9991809725761414,0.0009753952617757022,0.0,nan,0.9719310402870178,100000.0,-0.012008018791675568,0.0010052220895886421,-4.0978193283081055e-08,0.01088052336126566,-0.0005708830431103706,0.22507180273532867,2.714898109436035,-0.2727818489074707,3.250826120376587,527.941162109375,70.65756225585938,59.604530334472656,130.2621612548828,153.53656005859375,1.1332831382751465,0.2684929370880127,0.09186717122793198,0.015572302043437958,0.23691603541374207,1.0,0.17649076879024506,0.17649076879024506,0.17649076879024506,0.0
5.4835896492004395,86.54000091552734,1000.0,5.0,1.3774604797363281,0.00041536742355674505,10.0,0.9993433356285095,0.9982154965400696,0.9982154965400696,0.0014572929358109832,0.0,nan,0.9603773951530457,120000.0,-0.011647142469882965,0.00036087632179260254,1.6763806343078613e-08,0.011563696898519993,0.0006831735372543335,0.385275661945343,2.1186697483062744,-0.5962283611297607,5.378542423248291,678.9326171875,83.76112365722656,66.9984130859375,150.7595977783203,132.66156005859375,1.1539056301116943,0.24844741821289062,0.1148846223950386,0.015020662918686867,0.21531005203723907,1.0,0.2118454873561859,0.2118454873561859,0.2118454873561859,0.0
7.925149917602539,80.86000061035156,1000.0,6.0,1.3656377792358398,0.0003976347215939313,10.0,0.9988999366760254,0.9985162615776062,0.9985162615776062,0.0009088157676160336,0.0,nan,0.9495448470115662,140000.0,-0.012309111654758453,-0.0006619691848754883,7.450580596923828e-09,0.014571010135114193,0.0030073132365942,0.5378752946853638,1.5013031959533691,-0.6173665523529053,4.738399982452393,832.22705078125,87.13392639160156,65.90275573730469,153.0367431640625,130.68759155273438,1.0926148891448975,0.2566472291946411,0.11829383671283722,0.01675311289727688,0.23489268124103546,1.0,0.24709846079349518,0.24709846079349518,0.24709846079349518,0.0
10.717194557189941,77.9800033569336,1000.0,7.0,1.338950514793396,0.0004284437163732946,10.0,0.9985200762748718,0.9982916712760925,0.9982916712760925,0.0010832344414666295,0.0,nan,0.9251084923744202,160000.0,-0.013126722536981106,-0.0008176108822226524,-1.30385160446167e-08,0.015715021640062332,0.0011440115049481392,0.6765618920326233,1.5678235292434692,0.0665203332901001,5.250119686126709,986.2449340820312,86.89668273925781,66.86225891113281,153.75900268554688,130.07369995117188,1.040956735610962,0.2456704080104828,0.1277533620595932,0.018457140773534775,0.23600441217422485,1.0,0.28217989206314087,0.28217989206314087,0.28217989206314087,0.0
13.122570037841797,68.81999969482422,1000.0,8.0,1.3117133378982544,0.0004139163938816637,10.0,0.9994540810585022,0.9984132647514343,0.9984132647514343,0.0013320097932592034,0.0,nan,0.9011940956115723,180000.0,-0.01115138828754425,0.0019753342494368553,-4.470348358154297e-08,0.014746909029781818,-0.0009681126102805138,0.8097344636917114,1.3053361177444458,-0.26248741149902344,5.729728698730469,1146.02490234375,88.45494079589844,71.04065704345703,159.49566650390625,125.39527130126953,1.1995238065719604,0.2522481679916382,0.11929268389940262,0.01389990746974945,0.21029029786586761,1.0,0.31674790382385254,0.31674790382385254,0.31674790382385254,0.0
15.59582233428955,60.25,1000.0,9.0,1.2845760583877563,0.00042849587043747306,10.0,0.9998638033866882,0.9992702603340149,0.9992702603340149,0.0007332180393859744,0.0,nan,0.8786798119544983,200000.0,-0.012536533176898956,-0.0013851448893547058,-2.2351741790771484e-08,0.016627095639705658,0.0018801866099238396,0.9987480640411377,1.3418622016906738,0.03652608394622803,6.46744441986084,1301.0345458984375,86.20513916015625,68.50382232666016,154.70901489257812,129.27496337890625,1.0629838705062866,0.23861227929592133,0.14360767602920532,0.017700128257274628,0.2244740128517151,1.0,0.3504617512226105,0.3504617512226105,0.3504617512226105,0.0
