Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Train/Epoch,Train/Entropy,Train/KL,Train/StopIter,Train/PolicyRatio,Train/PolicyRatio/Min,Train/PolicyRatio/Max,Train/PolicyRatio/Std,Train/LR,Train/PolicyStd,TotalEnvSteps,Loss/Loss_pi,Loss/Loss_pi/Delta,Value/Adv,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Value/reward,Time/Total,Time/Rollout,Time/Update,Time/Epoch,Time/FPS,Misc/Alpha,Misc/FinalStepNorm,Misc/gradient_norm,Misc/xHx,Misc/H_inv_g,Misc/AcceptanceStep
-0.1470714509487152,77.6500015258789,1000.0,0.0,1.4187994003295898,0.0003724043199326843,10.0,1.000051498413086,1.000051498413086,1.000051498413086,3.6358767829369754e-05,0.0,0.9998685717582703,20000.0,-0.014843352138996124,-0.014843352138996124,6.675719976811934e-10,0.006244644057005644,0.006244644057005644,0.021773381158709526,99.44483947753906,93.12602233886719,6.318392753601074,99.44451141357422,201.11720275878906,0.922454297542572,0.2675550878047943,0.10032732039690018,0.02350391075015068,0.29004693031311035,1.0
0.4805332124233246,88.5999984741211,1000.0,1.0,1.4172077178955078,0.00041939536458812654,10.0,1.0006974935531616,1.0006974935531616,1.0006974935531616,0.0004932304727844894,0.0,0.9983028769493103,40000.0,-0.0149264857172966,-8.313357830047607e-05,1.8119812317252126e-09,0.005960041657090187,-0.00028460239991545677,0.013746765442192554,190.10696411132812,84.45355224609375,6.189986228942871,90.64358520507812,220.64442443847656,0.9460511803627014,0.24691534042358398,0.10929986089468002,0.02234604023396969,0.2609957456588745,1.0
0.9230310320854187,92.95999908447266,1000.0,2.0,1.4139389991760254,0.0004329012590460479,10.0,1.0009126663208008,1.0009126663208008,1.0009126663208008,0.0006453525274991989,0.0,0.9950408339500427,60000.0,-0.015100841410458088,-0.00017435569316148758,-5.722046170220096e-10,0.006017864216119051,5.782255902886391e-05,0.0312613844871521,281.0068359375,84.7186508178711,6.162605285644531,90.88130187988281,220.06729125976562,0.9118899703025818,0.2289438545703888,0.1282227486371994,0.02405165135860443,0.251065194606781,1.0
2.074927806854248,89.27999877929688,1000.0,3.0,1.4128022193908691,0.0004222427378408611,10.0,0.999199628829956,0.999199628829956,0.999199628829956,0.0005659479065798223,0.0,0.994077205657959,80000.0,-0.01239612977951765,0.0027047116309404373,3.66687764596918e-08,0.008985886350274086,0.002968022134155035,0.07760239392518997,367.6920471191406,80.37886810302734,6.28827428817749,86.66719055175781,230.7678680419922,1.1615791320800781,0.24792549014091492,0.09396954625844955,0.014822861179709435,0.21343830227851868,1.0
4.413077354431152,87.66000366210938,1000.0,4.0,1.4104957580566406,0.00045314073213376105,10.0,0.999419629573822,0.999419629573822,0.999419629573822,0.00041039788629859686,0.0,0.9918380379676819,100000.0,-0.013586081564426422,-0.0011899517849087715,-2.555847089524832e-08,0.014765487983822823,0.005779601633548737,0.19846054911613464,454.9905090332031,81.10491180419922,6.174402236938477,87.27938842773438,229.14920043945312,1.04550302028656,0.23181547224521637,0.10243070125579834,0.018296968191862106,0.22172626852989197,1.0
6.393732070922852,74.30000305175781,1000.0,5.0,1.405819296836853,0.0004599600506480783,10.0,1.001521110534668,1.001521110534668,1.001521110534668,0.001075531356036663,0.0,0.9871031641960144,120000.0,-0.014732006005942822,-0.0011459244415163994,-1.3399124476620727e-08,0.012528722174465656,-0.0022367658093571663,0.25758978724479675,541.66650390625,80.58088684082031,6.074047088623047,86.65499114990234,230.8003387451172,0.9568002223968506,0.22879213094711304,0.12705101072788239,0.021846771240234375,0.23912213742733002,1.0
8.711772918701172,75.31999969482422,1000.0,6.0,1.391587257385254,0.00045466882875189185,10.0,1.001649260520935,1.001649260520935,1.001649260520935,0.0011661190073937178,0.0,0.9732770919799805,140000.0,-0.014383497647941113,0.000348508358001709,-4.091262795213879e-08,0.012501185759902,-2.7536414563655853e-05,0.36457332968711853,629.0709228515625,81.17784118652344,6.206930160522461,87.38481903076172,228.8727264404297,0.9530150294303894,0.2311515063047409,0.1320473700761795,0.02202065847814083,0.24254757165908813,1.0
10.866645812988281,82.08000183105469,1000.0,7.0,1.376738429069519,0.0004252981161698699,10.0,1.0002020597457886,1.0002020597457886,1.0002020597457886,0.00014284971985034645,0.0,0.9592519402503967,160000.0,-0.012849651277065277,0.0015338463708758354,2.3603439203156995e-08,0.017222218215465546,0.004721032455563545,0.5456100702285767,715.83349609375,80.56803131103516,6.1755499839782715,86.74362182617188,230.5645294189453,1.062336802482605,0.2436470240354538,0.13172633945941925,0.017721697688102722,0.2293500453233719,1.0
13.640861511230469,74.5,1000.0,8.0,1.3582377433776855,0.0004427688545547426,10.0,0.999713659286499,0.999713659286499,0.999713659286499,0.0002024734567385167,0.0,0.9419336915016174,180000.0,-0.012461811304092407,0.0003878399729728699,5.369186339976295e-08,0.01624884270131588,-0.0009733755141496658,0.6929031014442444,802.7012939453125,80.6324462890625,6.216780662536621,86.84927368164062,230.28404235839844,1.083574891090393,0.2291935384273529,0.13609787821769714,0.017033811658620834,0.2115161269903183,1.0
16.010122299194336,64.9000015258789,1000.0,9.0,1.3379865884780884,0.0004406687803566456,10.0,0.9997310638427734,0.9997310638427734,0.9997310638427734,0.00019016658188775182,0.0,0.9234104752540588,200000.0,-0.012557332403957844,-9.552109986543655e-05,6.58035261835721e-08,0.01953595131635666,0.003287108615040779,0.8246634006500244,889.2118530273438,80.24324798583984,6.248899459838867,86.49222564697266,231.23468017578125,1.0537866353988647,0.22931888699531555,0.14535188674926758,0.018010441213846207,0.21761411428451538,1.0
17.541324615478516,55.81999969482422,1000.0,10.0,1.3149135112762451,0.00039212789852172136,10.0,0.9978618025779724,0.9978618025779724,0.9978618025779724,0.001511947950348258,0.0,0.903099775314331,220000.0,-0.011976663954555988,0.0005806684494018555,-7.247924571629483e-08,0.02085878886282444,0.001322837546467781,0.9593843817710876,975.4832153320312,80.06980895996094,6.18310546875,86.25296020507812,231.87611389160156,1.095571756362915,0.25282567739486694,0.13970638811588287,0.016662804409861565,0.23077049851417542,1.0
