Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Train/Epoch,Train/Entropy,Train/KL,Train/StopIter,Train/PolicyRatio,Train/PolicyRatio/Min,Train/PolicyRatio/Max,Train/PolicyRatio/Std,Train/LR,Train/GradientStep,Train/PolicyStd,TotalEnvSteps,Loss/Loss_pi,Loss/Loss_pi/Delta,Value/Adv,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Value/reward,Time/Total,Time/Rollout,Time/Update,Time/Epoch,Time/FPS,Misc/Alpha,Misc/FinalStepNorm,Misc/gradient_norm,Misc/xHx,Misc/H_inv_g
11.262375831604004,0.47999998927116394,15.199999809265137,0.0,1.4169120788574219,0.0,10.0,0.9995663166046143,0.9995663166046143,0.9995663166046143,0.0004336833953857422,0.0,nan,0.9979803562164307,20000.0,-0.02234026789665222,-0.02234026789665222,4.212856197227666e-08,13.332708358764648,13.332708358764648,0.14551416039466858,33.816715240478516,26.512561798095703,7.3036274909973145,33.81624221801758,591.4319458007812,0.4469315707683563,0.16996479034423828,0.2961651682853699,0.1001262292265892,0.3802926540374756
25.179636001586914,3.5199999809265137,24.1200008392334,1.0,1.4118163585662842,0.0,10.0,1.0001580715179443,1.0001580715179443,1.0001580715179443,0.00015813113714102656,0.0,nan,0.9929242134094238,40000.0,-0.02574264071881771,-0.003402372822165489,6.422996534638514e-08,66.89437866210938,53.56167030334473,7.031462669372559,68.96826934814453,26.53022003173828,8.58137035369873,35.11164093017578,569.61181640625,0.3913499116897583,0.1879979372024536,0.3321072459220886,0.13058684766292572,0.4803832173347473
47.26215362548828,10.5,34.63999938964844,2.0,1.4038476943969727,0.0,10.0,1.0007247924804688,1.0007247924804688,1.0007247924804688,0.0007247328758239746,0.0,nan,0.985074520111084,60000.0,-0.02553042769432068,0.00021221302449703217,8.649826099826896e-08,118.51451110839844,51.62013244628906,17.454225540161133,107.71229553222656,30.174955368041992,8.55131721496582,38.72633361816406,516.4446411132812,0.39835748076438904,0.2010335624217987,0.2853066027164459,0.12603291869163513,0.504656195640564
78.71654510498047,23.979999542236328,47.70000076293945,3.0,1.3930768966674805,0.0,10.0,1.0002412796020508,1.0002412796020508,1.0002412796020508,0.00024127960205078125,0.0,nan,0.9745615720748901,80000.0,-0.02548561990261078,4.48077917098999e-05,-2.5272368642248466e-09,133.13656616210938,14.622055053710938,28.485109329223633,150.1682586669922,32.71706008911133,9.692741394042969,42.409847259521484,471.58868408203125,0.40118005871772766,0.20070968568325043,0.31202900409698486,0.12426571547985077,0.500298261642456
112.62464904785156,36.599998474121094,59.040000915527344,4.0,1.3828915357589722,0.0,10.0,0.9986780881881714,0.9986780881881714,0.9986780881881714,0.0013218820095062256,0.0,nan,0.9647573232650757,100000.0,-0.024030832573771477,0.001454787328839302,-3.144741000937756e-08,155.5667266845703,22.430160522460938,38.8869514465332,191.19638061523438,31.70984649658203,9.299748420715332,41.0096435546875,487.6903076171875,0.4290600121021271,0.18182198703289032,0.37071114778518677,0.10864104330539703,0.42376816272735596
157.46009826660156,53.91999816894531,75.22000122070312,5.0,1.372936487197876,0.0,10.0,0.9994676113128662,0.9994676113128662,0.9994676113128662,0.0005323588848114014,0.0,nan,0.9554407596588135,120000.0,-0.01924077607691288,0.004790056496858597,-1.5258788677030566e-09,103.81462097167969,-51.752105712890625,49.670169830322266,232.90609741210938,32.369598388671875,9.322050094604492,41.69169616699219,479.7119140625,0.5094804167747498,0.17403432726860046,0.3700524568557739,0.07705041766166687,0.34159180521965027
192.93771362304688,67.55999755859375,87.62000274658203,6.0,1.3566908836364746,0.0,10.0,1.0004521608352661,1.0004521608352661,1.0004521608352661,0.0004521608352661133,0.0,nan,0.940183162689209,140000.0,-0.007357070688158274,0.011883705388754606,-9.441375681262798e-09,23.857192993164062,-79.95742797851562,65.11647033691406,274.7091369628906,32.33558654785156,9.415498733520508,41.75113296508789,479.0290222167969,1.3235177993774414,0.22008925676345825,0.11868124455213547,0.01141747273504734,0.16629114747047424
196.00816345214844,69.58000183105469,88.41999816894531,7.0,1.352954387664795,0.0,10.0,1.0013587474822998,1.0013587474822998,1.0013587474822998,0.00135880708694458,0.0,nan,0.9368456602096558,160000.0,-0.0043927510268986225,0.002964319661259651,-4.229545425005199e-08,5.31029748916626,-18.546895503997803,77.44441223144531,316.27142333984375,32.08792495727539,9.423249244689941,41.51122283935547,481.7975158691406,2.2947967052459717,0.28115659952163696,0.04484855383634567,0.003797872457653284,0.12251915782690048
197.75790405273438,70.66000366210938,88.54000091552734,8.0,1.3522475957870483,0.0,10.0,0.9999642372131348,0.9999642372131348,0.9999642372131348,3.579260010155849e-05,0.0,nan,0.9372076392173767,180000.0,-0.0054486896842718124,-0.00105593865737319,3.347397026232102e-08,2.9918556213378906,-2.318441867828369,85.92935180664062,358.0668029785156,32.37714767456055,9.398089408874512,41.77528762817383,478.7520446777344,1.7802263498306274,0.21848364174365997,0.08306670188903809,0.0063107190653681755,0.12272801250219345
202.96475219726562,72.0,90.45999908447266,9.0,1.3420860767364502,0.0,10.0,1.001625418663025,1.001625418663025,1.001625418663025,0.0016254186630249023,0.0,nan,0.9284850358963013,200000.0,-0.00686781806871295,-0.0014191283844411373,5.531310964812519e-09,3.2540907859802246,0.262235164642334,90.84524536132812,399.86077880859375,32.37083435058594,9.40532112121582,41.77620315551758,478.7415771484375,1.5696626901626587,0.21618527173995972,0.1075405701994896,0.008117396384477615,0.13772721588611603
