Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Train/Epoch,Train/Entropy,Train/KL,Train/StopIter,Train/PolicyRatio,Train/PolicyRatio/Min,Train/PolicyRatio/Max,Train/PolicyRatio/Std,Train/LR,Train/GradientStep,Train/PolicyStd,TotalEnvSteps,Loss/Loss_pi,Loss/Loss_pi/Delta,Value/Adv,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Value/reward,Loss/Loss_cost_critic,Loss/Loss_cost_critic/Delta,Value/cost,Time/Total,Time/Rollout,Time/Update,Time/Epoch,Time/FPS,Metrics/LagrangeMultiplier,Loss/Loss_pi_c,Loss/Loss_pi_c/Delta,Train/SecondStepStopIter,Train/SecondStepEntropy,Train/SecondStepPolicyRatio,Train/SecondStepPolicyRatio/Min,Train/SecondStepPolicyRatio/Max,Train/SecondStepPolicyRatio/Std
-11.96523380279541,258.70001220703125,1000.0,0.0,1.4131675958633423,0.0109294718131423,2.0,0.999800980091095,0.999800980091095,0.999800980091095,0.018727973103523254,0.00029940000968053937,nan,0.9942601323127747,20000.0,-0.01670985482633114,-0.01670985482633114,0.04852472245693207,6.326788902282715,6.326788902282715,0.007969113066792488,9.088268280029297,9.088268280029297,0.07069248706102371,164.8048858642578,98.59166717529297,66.2126235961914,164.804443359375,121.35595703125,0.035999998450279236,0.008940174244344234,0.008940174244344234,10.0,1.4068288803100586,1.0005261898040771,1.0005261898040771,1.0005261898040771,0.01032952032983303
-16.65924644470215,243.5749969482422,1000.0,1.0,1.4023807048797607,0.010846749879419804,1.0,0.9982798099517822,0.9982798099517822,0.9982798099517822,0.018779506906867027,0.00029880000511184335,nan,0.9836843013763428,40000.0,-0.016137603670358658,0.0005722511559724808,0.22481058537960052,5.67791223526001,-0.6488766670227051,-0.5005325078964233,7.602248668670654,-1.4860196113586426,4.045616149902344,290.3992004394531,110.40453338623047,15.084098815917969,125.48875427246094,159.37684631347656,0.0709194540977478,0.009182511828839779,0.00024233758449554443,1.0,1.3939402103424072,0.9988949298858643,0.9988949298858643,0.9988949298858643,0.01565691828727722
-14.943774223327637,225.44000244140625,1000.0,2.0,1.392912745475769,0.014831059612333775,1.0,0.9993448257446289,0.9993448257446289,0.9993448257446289,0.020345594733953476,0.0002982000005431473,nan,0.9743810296058655,60000.0,-0.022663220763206482,-0.006525617092847824,0.28761303424835205,2.9899446964263916,-2.687967538833618,0.08008882403373718,6.267934322357178,-1.3343143463134766,7.93646240234375,396.9974670410156,92.0069808959961,14.485696792602539,106.4928207397461,187.8061065673828,0.10566557198762894,0.007030115462839603,-0.0021523963660001755,1.0,1.378271222114563,1.0014714002609253,1.0014714002609253,1.0014714002609253,0.0230041965842247
-15.893285751342773,169.1199951171875,1000.0,3.0,1.3709546327590942,0.01626567170023918,1.0,1.0005903244018555,1.0005903244018555,1.0005903244018555,0.019262613728642464,0.0002975999959744513,nan,0.9532663822174072,80000.0,-0.015956902876496315,0.006706317886710167,0.02825542539358139,0.9647212624549866,-2.025223433971405,1.2000166177749634,3.4469244480133057,-2.821009874343872,10.455925941467285,511.69122314453125,100.29789733886719,14.290399551391602,114.58845520019531,174.5376739501953,0.13951247930526733,0.006633182521909475,-0.0003969329409301281,1.0,1.3560529947280884,0.9986040592193604,0.9986040592193604,0.9986040592193604,0.021594658493995667
-17.374364852905273,113.80000305175781,1000.0,4.0,1.3431460857391357,0.012722721323370934,1.0,1.0008305311203003,1.0008305311203003,1.0008305311203003,0.018300523981451988,0.0002969999914057553,nan,0.9270398616790771,100000.0,-0.014255199581384659,0.0017017032951116562,-0.11639384925365448,0.9315964579582214,-0.03312480449676514,0.6407036185264587,2.594167470932007,-0.8527569770812988,10.333024978637695,625.0941772460938,99.42086791992188,13.881757736206055,113.30276489257812,176.51821899414062,0.17155522108078003,0.0005019520176574588,-0.0061312305042520165,1.0,1.3284419775009155,0.9975579380989075,0.9975579380989075,0.9975579380989075,0.02260262705385685
-17.711505889892578,71.13999938964844,1000.0,5.0,1.3157382011413574,0.011643617413938046,2.0,0.9992958307266235,0.9992958307266235,0.9992958307266235,0.01765577495098114,0.00029639998683705926,nan,0.9019917845726013,120000.0,-0.013156118802726269,0.00109908077865839,0.17804491519927979,0.5912622213363647,-0.3403342366218567,0.3303305208683014,1.6979126930236816,-0.8962547779083252,9.853081703186035,750.6953735351562,98.99312591552734,26.49384307861328,125.48725891113281,159.37890625,0.20103000104427338,-0.0023943085689097643,-0.002896260586567223,1.0,1.3025323152542114,0.9996793270111084,0.9996793270111084,0.9996793270111084,0.02687150053679943
-17.908466339111328,48.900001525878906,1000.0,6.0,1.2907569408416748,0.01113131083548069,1.0,1.0005208253860474,1.0005208253860474,1.0005208253860474,0.01737556792795658,0.0002958000113721937,nan,0.8797380328178406,140000.0,-0.012733164243400097,0.0004229545593261719,-0.12346469610929489,0.4438261091709137,-0.14743611216545105,-0.16726484894752502,1.2317051887512207,-0.46620750427246094,9.137572288513184,865.9109497070312,100.21647644042969,14.80637264251709,115.02304077148438,173.8782196044922,0.22774600982666016,-0.0035284433979541063,-0.001134134829044342,1.0,1.2800648212432861,0.9993517994880676,0.9993517994880676,0.9993517994880676,0.021678024902939796
-16.27850914001465,31.219999313354492,1000.0,7.0,1.2707428932189941,0.0111825130879879,2.0,1.0001020431518555,1.0001020431518555,1.0001020431518555,0.016269726678729057,0.00029520000680349767,nan,0.8622764348983765,160000.0,-0.007858130149543285,0.0048750340938568115,0.05772406607866287,0.2970428466796875,-0.1467832624912262,-0.6768775582313538,0.42238882184028625,-0.8093163669109344,8.327794075012207,989.7930908203125,99.20332336425781,24.498458862304688,123.70201873779297,161.67898559570312,0.2515546381473541,0.0064220130443573,0.009950456442311406,1.0,1.2637264728546143,0.9996681213378906,0.9996681213378906,0.9996681213378906,0.017865827307105064
-14.786569595336914,16.219999313354492,1000.0,8.0,1.25973379611969,0.011652625165879726,1.0,0.9978471994400024,0.9978471994400024,0.9978471994400024,0.018300382420420647,0.00029460000223480165,nan,0.8528262972831726,180000.0,-0.008237237110733986,-0.00037910696119070053,0.3355923295021057,0.2677217423915863,-0.029321104288101196,-1.0218878984451294,0.2816106677055359,-0.14077815413475037,7.1077399253845215,1126.594482421875,100.2016372680664,36.486934661865234,136.688720703125,146.31785583496094,0.27232447266578674,0.005153837613761425,-0.0012681754305958748,5.0,1.2480413913726807,0.9996669292449951,0.9996669292449951,0.9996669292449951,0.016036856919527054
-14.927947044372559,10.100000381469727,1000.0,9.0,1.2421931028366089,0.013487227261066437,3.0,1.0006026029586792,1.0006026029586792,1.0006026029586792,0.01754944585263729,0.00029399999766610563,nan,0.8379988670349121,200000.0,-0.00890415720641613,-0.0006669200956821442,-0.06074059382081032,0.21789059042930603,-0.04983115196228027,-0.984088659286499,0.23690754175186157,-0.044703125953674316,6.004395484924316,1308.686279296875,97.90007781982422,84.08375549316406,181.98402404785156,109.8997573852539,0.29024168848991394,0.006131001748144627,0.0009771641343832016,11.0,1.2241108417510986,1.0002304315567017,1.0002304315567017,1.0002304315567017,0.015866737812757492
