Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Train/Epoch,Train/Entropy,Train/KL,Train/StopIter,Train/PolicyRatio,Train/PolicyRatio/Min,Train/PolicyRatio/Max,Train/PolicyRatio/Std,Train/LR,Train/GradientStep,Train/PolicyStd,TotalEnvSteps,Loss/Loss_pi,Loss/Loss_pi/Delta,Value/Adv,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Value/reward,Loss/Loss_cost_critic,Loss/Loss_cost_critic/Delta,Value/cost,Time/Total,Time/Rollout,Time/Update,Time/Epoch,Time/FPS,Metrics/LagrangeMultiplier,Metrics/LagrangeMultiplier/Min,Metrics/LagrangeMultiplier/Max,Metrics/LagrangeMultiplier/Std
-0.1470714509487152,77.6500015258789,1000.0,0.0,1.4115201234817505,0.014991454780101776,40.0,0.9989852905273438,0.9989852905273438,0.9989852905273438,0.018979907035827637,0.00029940000968053937,nan,0.9926123023033142,20000.0,-0.015861351042985916,-0.015861351042985916,0.2004450261592865,0.0049089351668953896,0.0049089351668953896,0.021773381158709526,2.2474279403686523,2.2474279403686523,-0.13317905366420746,166.18499755859375,89.36874389648438,76.81578063964844,166.18466186523438,120.34806060791016,0.03599999472498894,0.03599999472498894,0.03599999472498894,0.0
0.11543059349060059,89.5250015258789,1000.0,1.0,1.3945064544677734,0.019878031685948372,40.0,0.9992676377296448,0.9992676377296448,0.9992676377296448,0.019925689324736595,0.00029880000511184335,nan,0.9758777618408203,40000.0,-0.01767614670097828,-0.001814795657992363,0.04030771553516388,0.004244835581630468,-0.0006640995852649212,0.01791711151599884,1.292496681213379,-0.9549312591552734,0.5712212324142456,335.9666442871094,89.87541198730469,79.87300109863281,169.74855041503906,117.82133483886719,0.07100561261177063,0.07100561261177063,0.07100561261177063,0.0
0.7555187940597534,100.80000305175781,1000.0,2.0,1.3890818357467651,0.023442136123776436,40.0,0.9996259212493896,0.9996259212493896,0.9996259212493896,0.021660204976797104,0.0002982000005431473,nan,0.9706089496612549,60000.0,-0.021529559046030045,-0.0038534123450517654,-0.01560388132929802,0.0075129675678908825,0.003268131986260414,0.03210527449846268,1.671238660812378,0.378741979598999,2.0647435188293457,538.0384521484375,97.0341567993164,104.98139953613281,202.01571655273438,99.00220489501953,0.10606631636619568,0.10606631636619568,0.10606631636619568,0.0
1.735474705696106,107.16000366210938,1000.0,3.0,1.3657783269882202,0.023163270205259323,20.0,1.0011682510375977,1.0011682510375977,1.0011682510375977,0.02097436785697937,0.0002975999959744513,nan,0.9482421875,80000.0,-0.019006703048944473,0.0025228559970855713,-0.14515729248523712,0.00958818569779396,0.002075218129903078,0.07805591076612473,2.537459373474121,0.8662207126617432,4.251789569854736,738.0427856445312,139.50115966796875,60.42348861694336,199.92478942871094,100.03762817382812,0.14125508069992065,0.14125508069992065,0.14125508069992065,0.0
3.395289897918701,115.81999969482422,1000.0,4.0,1.3328360319137573,0.020828092470765114,24.0,1.0014729499816895,1.0014729499816895,1.0014729499816895,0.02049761824309826,0.0002969999914057553,nan,0.9175515174865723,100000.0,-0.02450360357761383,-0.005496900528669357,0.013936255127191544,0.011842813342809677,0.0022546276450157166,0.1629890650510788,2.4811694622039795,-0.0562899112701416,5.064695835113525,950.6260375976562,138.68174743652344,73.87212371826172,212.55401611328125,94.09373474121094,0.17659714818000793,0.17659714818000793,0.17659714818000793,0.0
3.5257675647735596,100.95999908447266,1000.0,5.0,1.314873456954956,0.02052653767168522,28.0,1.000603437423706,1.000603437423706,1.000603437423706,0.020754186436533928,0.00029639998683705926,nan,0.9012909531593323,120000.0,-0.025808140635490417,-0.001304537057876587,-0.22312287986278534,0.007370364386588335,-0.004472448956221342,0.13352736830711365,1.6567237377166748,-0.8244457244873047,4.437926769256592,1174.4344482421875,138.80250549316406,84.97309112548828,223.7757110595703,89.37520599365234,0.21189764142036438,0.21189764142036438,0.21189764142036438,0.0
4.396981239318848,97.0199966430664,1000.0,6.0,1.291212797164917,0.020386580377817154,18.0,0.9998854398727417,0.9998854398727417,0.9998854398727417,0.019914725795388222,0.0002958000113721937,nan,0.8802273869514465,140000.0,-0.028078479692339897,-0.0022703390568494797,-0.18336449563503265,0.013109917752444744,0.005739553365856409,0.29110345244407654,2.691840171813965,1.03511643409729,6.205113887786865,1369.979248046875,140.59072875976562,54.921688079833984,195.5125732421875,102.29521179199219,0.2470783293247223,0.2470783293247223,0.2470783293247223,0.0
5.692239284515381,92.0,1000.0,7.0,1.2741446495056152,0.020517202094197273,22.0,0.9987757802009583,0.9987757802009583,0.9987757802009583,0.02049551159143448,0.00029520000680349767,nan,0.8652632236480713,160000.0,-0.02987319976091385,-0.0017947200685739517,0.15706339478492737,0.01711389236152172,0.004003974609076977,0.3408099412918091,2.3716795444488525,-0.3201606273651123,6.0486273765563965,1578.654052734375,140.07322692871094,68.52645874023438,208.5998077392578,95.87736511230469,0.2820354402065277,0.2820354402065277,0.2820354402065277,0.0
6.599040985107422,78.81999969482422,1000.0,8.0,1.2561428546905518,0.021256664767861366,16.0,0.9994043707847595,0.9994043707847595,0.9994043707847595,0.020864060148596764,0.00029460000223480165,nan,0.8498228192329407,180000.0,-0.026004264131188393,0.0038689356297254562,0.2779809534549713,0.015588348731398582,-0.0015255436301231384,0.43757015466690063,2.1573007106781006,-0.21437883377075195,7.070603847503662,1765.458984375,138.0321807861328,48.7065315246582,186.7388458251953,107.10144805908203,0.3163718581199646,0.3163718581199646,0.3163718581199646,0.0
7.454897403717041,90.23999786376953,1000.0,9.0,1.237599492073059,0.021469535306096077,16.0,1.0029022693634033,1.0029022693634033,1.0029022693634033,0.020443251356482506,0.00029399999766610563,nan,0.8341803550720215,200000.0,-0.03019113466143608,-0.004186870530247688,-0.0383819043636322,0.020318638533353806,0.004730289801955223,0.47788432240486145,3.2233691215515137,1.066068410873413,6.9562201499938965,1953.158203125,138.3905792236328,49.24329376220703,187.63400268554688,106.59049987792969,0.35062873363494873,0.35062873363494873,0.35062873363494873,0.0
8.670987129211426,77.22000122070312,1000.0,10.0,1.2179439067840576,0.02189975045621395,15.0,1.0011589527130127,1.0011589527130127,1.0011589527130127,0.0209855604916811,0.0002933999930974096,nan,0.8180063962936401,220000.0,-0.028687868267297745,0.0015032663941383362,0.018530741333961487,0.02041223645210266,9.359791874885559e-05,0.6124279499053955,2.100752353668213,-1.1226167678833008,6.877490520477295,2139.237548828125,139.61300659179688,46.40001678466797,186.01315307617188,107.51927947998047,0.38436251878738403,0.38436251878738403,0.38436251878738403,0.0
9.547345161437988,62.900001525878906,1000.0,11.0,1.1983168125152588,0.020416218787431717,16.0,0.9978505373001099,0.9978505373001099,0.9978505373001099,0.020733552053570747,0.0002927999885287136,nan,0.8021115660667419,240000.0,-0.027048565447330475,0.00163930281996727,-0.1524375081062317,0.023531589657068253,0.0031193532049655914,0.6781152486801147,1.6275243759155273,-0.47322797775268555,7.170623302459717,2327.85595703125,139.77752685546875,48.808921813964844,188.58657836914062,106.05209350585938,0.417033851146698,0.417033851146698,0.417033851146698,0.0
10.213265419006348,64.62000274658203,1000.0,12.0,1.1877906322479248,0.020392179489135742,14.0,0.9996102452278137,0.9996102452278137,0.9996102452278137,0.020773546770215034,0.000292200013063848,nan,0.7937577962875366,260000.0,-0.02782997488975525,-0.0007814094424247742,0.12686112523078918,0.021831097081303596,-0.001700492575764656,0.7063610553741455,2.187237501144409,0.5597131252288818,6.159731388092041,2508.465087890625,138.33338928222656,42.21614456176758,180.54966735839844,110.7728500366211,0.4489024877548218,0.4489024877548218,0.4489024877548218,0.0
10.291163444519043,51.34000015258789,1000.0,13.0,1.1725170612335205,0.022126397117972374,12.0,1.0001966953277588,1.0001966953277588,1.0001966953277588,0.02104458585381508,0.000291600008495152,nan,0.7816888689994812,280000.0,-0.025856629014015198,0.0019733458757400513,-0.0769621878862381,0.018495796248316765,-0.0033353008329868317,0.7754376530647278,2.0666005611419678,-0.1206369400024414,6.413906574249268,2684.71533203125,138.29168701171875,37.896080017089844,176.18789672851562,113.51517486572266,0.4793946146965027,0.4793946146965027,0.4793946146965027,0.0
