Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Train/Epoch,Train/Entropy,Train/KL,Train/StopIter,Train/PolicyRatio,Train/PolicyRatio/Min,Train/PolicyRatio/Max,Train/PolicyRatio/Std,Train/LR,Train/GradientStep,Train/PolicyStd,TotalEnvSteps,Loss/Loss_pi,Loss/Loss_pi/Delta,Value/Adv,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Value/reward,Loss/Loss_cost_critic,Loss/Loss_cost_critic/Delta,Value/cost,Time/Total,Time/Rollout,Time/Update,Time/Epoch,Time/FPS,Metrics/LagrangeMultiplier
122.97701263427734,0.0,25.579999923706055,0.0,1.4189385175704956,0.09038262814283371,1.0,0.9973078966140747,0.9973078966140747,0.9973078966140747,0.04029858112335205,0.00029940000968053937,nan,1.0000019073486328,20000.0,0.0004796923603862524,0.0004796923603862524,0.2870140075683594,1881.245361328125,1881.245361328125,-0.10188926756381989,0.02276664413511753,0.02276664413511753,-0.09682150930166245,42.34886169433594,38.59383010864258,3.7545833587646484,42.34853744506836,472.27142333984375,0.0
143.42127990722656,0.0,29.860000610351562,1.0,1.4175387620925903,0.052685804665088654,1.0,1.0033525228500366,1.0033525228500366,1.0033525228500366,0.038641493767499924,0.00029880000511184335,nan,0.9986064434051514,40000.0,0.0009972337866201997,0.0005175414262339473,-0.12094591557979584,1704.138427734375,-177.10693359375,4.94352912902832,0.004308860283344984,-0.018457783851772547,-0.03220248594880104,88.40166473388672,41.91899108886719,4.102594375610352,46.021705627441406,434.57763671875,0.0
164.85806274414062,0.0,33.7599983215332,2.0,1.4168295860290527,0.08928859978914261,1.0,1.0037375688552856,1.0037375688552856,1.0037375688552856,0.047890789806842804,0.0002982000005431473,nan,0.9979016184806824,60000.0,0.001020663883537054,2.343009691685438e-05,-0.08191082626581192,2009.025146484375,304.88671875,14.166160583496094,0.021479342132806778,0.017170481849461794,-0.011037485674023628,134.38941955566406,41.53118133544922,4.381591796875,45.91289520263672,435.6075439453125,0.0
195.1255645751953,0.0,40.15999984741211,3.0,1.4157482385635376,0.08570346981287003,1.0,1.0039182901382446,1.0039182901382446,1.0039182901382446,0.04999993368983269,0.0002975999959744513,nan,0.9968306422233582,80000.0,0.0006568137905560434,-0.0003638500929810107,-0.0230269655585289,2352.743408203125,343.71826171875,21.338300704956055,0.01872146688401699,-0.0027578752487897873,0.012785753235220909,180.75279235839844,42.63993835449219,3.666292667388916,46.306358337402344,431.90618896484375,0.0
205.9947052001953,0.03999999910593033,42.08000183105469,4.0,1.4149142503738403,0.1499185860157013,1.0,0.9945046901702881,0.9945046901702881,0.9945046901702881,0.04699314013123512,0.0002969999914057553,nan,0.9960117340087891,100000.0,-0.0016824982594698668,-0.00233931205002591,-0.3557013273239136,2449.0732421875,96.329833984375,27.148805618286133,0.049496062099933624,0.030774595215916634,0.02348850481212139,227.49607849121094,43.205284118652344,3.5105295181274414,46.7159423828125,428.11944580078125,0.0
256.5916748046875,0.0,52.380001068115234,5.0,1.4138132333755493,0.18037644028663635,1.0,0.9950680732727051,0.9950680732727051,0.9950680732727051,0.06066904962062836,0.00029639998683705926,nan,0.9949219822883606,120000.0,0.00032778887543827295,0.0020102871349081397,0.14503473043441772,2558.30029296875,109.22705078125,32.42593002319336,0.07130614668130875,0.021810084581375122,0.05201483145356178,275.4528503417969,43.73906326293945,4.164375305175781,47.9035530090332,417.5056457519531,0.0
279.9540710449219,0.18000000715255737,56.84000015258789,6.0,1.4136956930160522,0.10787900537252426,1.0,1.0011968612670898,1.0011968612670898,1.0011968612670898,0.04344239830970764,0.0002958000113721937,nan,0.9948139786720276,140000.0,0.001898830640129745,0.001571041764691472,-0.09956247359514236,2575.665771484375,17.365478515625,37.75501251220703,0.12915900349617004,0.0578528568148613,0.0962926596403122,323.2073059082031,43.6979866027832,4.027179718017578,47.72531509399414,419.0649108886719,0.0
302.8807678222656,0.23999999463558197,62.2400016784668,7.0,1.412626028060913,0.1338510811328888,1.0,1.0001999139785767,1.0001999139785767,1.0001999139785767,0.04892908036708832,0.00029520000680349767,nan,0.9937512278556824,160000.0,0.0018940522568300366,-4.778383299708366e-06,-0.10106901824474335,2571.846923828125,-3.81884765625,43.520111083984375,0.055669255554676056,-0.07348974794149399,0.13242650032043457,369.99365234375,43.214622497558594,3.502502202987671,46.71724319458008,428.1075439453125,0.0
322.14434814453125,0.11999999731779099,66.62000274658203,8.0,1.412123203277588,0.0613030269742012,1.0,1.000436782836914,1.000436782836914,1.000436782836914,0.038257673382759094,0.00029460000223480165,nan,0.9932658672332764,180000.0,0.002358510158956051,0.00046445790212601423,0.06482970714569092,2417.587890625,-154.259033203125,48.66154861450195,0.10973043739795685,0.05406118184328079,0.11240746080875397,415.8733825683594,42.0120735168457,3.816049575805664,45.82825469970703,436.4120788574219,0.0
335.8046875,0.14000000059604645,67.91999816894531,9.0,1.411460280418396,0.06994122266769409,1.0,1.0005217790603638,1.0005217790603638,1.0005217790603638,0.05561542138457298,0.00029399999766610563,nan,0.9926180839538574,200000.0,0.0017836722545325756,-0.0005748379044234753,0.11256176978349686,2399.84814453125,-17.73974609375,54.086326599121094,0.17092952132225037,0.06119908392429352,0.15088385343551636,462.8677062988281,43.56075668334961,3.409278154373169,46.97017288208008,425.8022155761719,0.0
